nom,distance,ascension_droite,declinaison,masse,temperature,type
Kepler-1223 b,466.114,19 01 10.9780,+44 33 09.8121,,,planet
Kepler-1270 b,1130.84,19 06 51.7599,+48 38 43.0668,,,planet
TOI-2145 b,124.6,17 35 02.00,+40 41 42.00,5.35,1484.0,planet
Kepler-330 c,719.8,19 13 47.3729,+44 48 06.1617,,,planet
Kepler-330 b,719.8,19 13 47.3729,+44 48 06.1617,,,planet
Kepler-1473 b,664.761,19 22 32.7843,+48 59 46.2496,,,planet
Kepler-1130 b,251.136,19 00 49.7877,+45 23 03.6041,,,planet
HD 142245 b,109.0,15 52 56.2802,+15 25 50.5399,1.9,292.8,planet
Kepler-1977 b,592.711,19 22 28,+37 17 21,0.0107,798.0,planet
EPIC 211822797 b,187.2,08 41 38.4894,+17 38 24.0846,,,planet
Gliese 3634 b,19.8,10 58 35.0882,-31 08 38.2013,0.022,565.4,planet
KOI-1873.02,1680.75,19 43 14.2299,+40 00 30.6331,0.07046,,planet
KOI-1873.01,1680.75,19 43 14.2299,+40 00 30.6331,0.10286,,planet
MOA-2011-BLG-028L b,7380.0,18 03 24.96,-29 12 48.3,0.094,,planet
HAT-P-38 b,249.0,02 21 31.9802,+32 14 46.0908,0.267,987.0,planet
Kepler-858 b,301.114,19 15 23.6725,+51 12 32.5739,,,planet
Kepler-719 b,,19 42 08.6609,+43 53 04.0122,,,planet
TOI-5704 b,89.637,11 19 18,+44 59 21,0.033,949.07,planet
Kepler-394 b,1422.08,19 45 12.4697,+50 40 20.3771,,,planet
Kepler-394 c,1422.08,19 45 12.4697,+50 40 20.3771,,,planet
HD 131399 Ab,98.0,14 54 25.30919,-34 08 34.0412,4.0,850.0,planet
K2-55 b,160.26,22 15 00.4644,-17 15 02.5381,,,planet
HD 73526 b,99.0,08 37 16.4834,-41 19 08.7873,2.35,369.5,planet
HD 73526 c,99.0,08 37 16.4834,-41 19 08.7873,2.19,293.3,planet
Kepler-333 b,288.94,19 29 08.6589,+40 54 48.9388,,,planet
Kepler-333 c,288.94,19 29 08.6589,+40 54 48.9388,,,planet
Kepler-497 b,,19 23 03.8012,+38 55 40.6912,,,planet
K2-16 b,338.19,11 40 23.3403,+04 33 26.4165,,658.0,planet
K2-16 c,338.19,11 40 23.3403,+04 33 26.4165,,485.0,planet
K2-16 d,338.19,11 40 23.3403,+04 33 26.4165,,,planet
Kepler-48 b,313.14,19 56 33.4161,+40 56 56.4960,0.015079,,planet
Kepler-48 c,313.14,19 56 33.4161,+40 56 56.4960,0.033219,,planet
Kepler-48 d,313.14,19 56 33.4161,+40 56 56.4960,0.024945,,planet
Kepler-48 e,313.14,19 56 33.4161,+40 56 56.4960,2.066725,,planet
Kepler-374 c,950.89,19 36 33.1029,+42 22 13.7215,,,planet
Kepler-374 d,950.89,19 36 33.1029,+42 22 13.7215,,,planet
Kepler-374 b,950.89,19 36 33.1029,+42 22 13.7215,,,planet
HAT-P-11 b,37.89,19 50 50.2474562793,+48 04 51.097364378,0.07362,,planet
HAT-P-11 c,37.89,19 50 50.2474562793,+48 04 51.097364378,1.595,,planet
HD 12484 b,48.7,02 02 26.7304,+02 48 57.0757,2.98,,planet
Kepler-134 b,414.47,18 58 57.3671,+49 35 54.1808,,,planet
Kepler-134 c,414.47,18 58 57.3671,+49 35 54.1808,,,planet
HD 4313 b,137.0,00 45 40.3575,+07 50 42.0722,2.3,450.4,planet
Kepler-808 b,343.23,19 26 22.5835,+48 26 44.0360,,,planet
HIP 48714 b,10.53,09 56 08.6712,+62 47 18.4676,0.07205,,planet
Kepler-1399 b,1441.96,19 33 14.8070,+46 02 30.0811,,,planet
OGLE-2005-BLG-169L b,4100.0,18 06 05.32,-30 43 57.6,0.0444,,planet
Kepler-274 b,1253.43,19 31 41.4652,+38 28 38.1271,,,planet
Kepler-274 c,1253.43,19 31 41.4652,+38 28 38.1271,,,planet
HD 118203 b,88.6,13 34 02.5394,+53 43 42.6983,2.13,1408.2,planet
NGTS-17 b,1047.0,04 51 36.00,-34 13 34.00,0.764,1457.0,planet
Kepler-370 c,1139.98,19 28 41.0720,+40 54 58.6665,,,planet
Kepler-370 b,1139.98,19 28 41.0720,+40 54 58.6665,,,planet
LHS 1678 b,19.89,04 32 42.6348,-39 47 12.1473,0.00019,,planet
LHS 1678 c,19.89,04 32 42.6348,-39 47 12.1473,0.00123,,planet
K2-172 c,272.2,22 21 14.0088,-12 33 24.8473,,,planet
K2-172 b,272.2,22 21 14.0088,-12 33 24.8473,,,planet
HD 2638 b,53.71,00 29 16.10949,-05 54 37.7582,0.48,978.2,planet
HD 127506 b,22.5279,14 30 44,+35 27 17,0.08375,,planet
Kepler-1212 b,1367.8,19 47 24.8300,+50 02 14.4218,,,planet
WASP-91 b,150.593,23 51 22.8514,-70 50 50,1.34,,planet
K2-57 b,266.23,22 50 46.0119,-14 04 11.6108,,,planet
HD 95338 b,36.97,10 59 26.3037,-56 37 22.9472,0.13353,385.0,planet
HD 158996 b,285.91,17 19 37.1137,+80 08 11.0396,14.0,,planet
Kepler-1504 b,,19 18 50.8810,+50 07 41.6103,,,planet
CoRoT-9 b,460.0,18 43 08.8101,+06 12 14.9129,0.84,376.6,planet
Kepler-1919 b,1177.53,18 52 32,+43 57 22,0.0232,479.0,planet
HD 65216 b,34.3,07 53 41.3193,-63 38 50.3532,1.21,193.9,planet
HD 65216 c,34.3,07 53 41.3193,-63 38 50.3532,2.24,,planet
HD 5278 b,56.12,00 50 09.9047,-83 44 38.0338,0.0245,943.0,planet
HD 5278 c,56.12,00 50 09.9047,-83 44 38.0338,,,planet
HD 134060 b,24.2,15 10 44.7429,-61 25 20.3615,0.0351,1336.0,planet
HD 134060 c,24.2,15 10 44.7429,-61 25 20.3615,0.1507,182.8,planet
K2-397 b,199.354,05 19 48,+21 15 33,0.0202,,planet
Kepler-1681 b,652.25,19 46 47,+46 22 18,,,planet
Kepler-1207 b,1847.75,19 40 15.4099,+49 21 32.3369,,,planet
KMT-2021-BLG-0712 b,3090.0,17 57 09.00,-31 11 04.00,0.12016,,planet
Kepler-1087 b,366.421,19 39 54.9207,+46 00 20.3486,,,planet
MOA-2014-BLG-472 b,7200.0,18 00 19.00,-28 08 56.00,1.9,,planet
TOI-620 b,33.022,09 48 42.00,-12 00 56.00,0.0485,604.0,planet
TOI-620 c,33.022,09 48 42.00,-12 00 56.00,,,planet
K2-217 b,441.1,00 45 11.6125,+06 28 53.6708,,,planet
KMT-2018-BLG-0748L b,7300.0,17 51 30,-30 38 47,0.19,,planet
Kepler-1299 b,1462.42,19 04 36.0355,+37 24 40.9722,,,planet
Kepler-1176 b,886.054,19 51 40.7374,+45 16 26.9762,,,planet
Kepler-1486 b,1864.28,19 22 21.6974,+45 26 22.9361,,,planet
WASP-165 b,583.0,23 50 19.3250,-17 04 39.2912,0.658,1624.0,planet
HD 39855 b,23.28,05 54 30.1556,-19 42 15.6307,0.02674,,planet
Kepler-1337 b,612.033,19 08 02.1895,+46 47 46.0281,,,planet
Kepler-1203 b,319.918,19 31 05.6126,+44 10 41.1232,,,planet
HD 23079 b,34.8,03 39 43.0960,-52 54 57.0161,2.5,223.8,planet
Kepler-1410 b,,19 22 02.4504,+38 44 36.7530,,,planet
HD 22496 b,13.602,03 35 00.9398,-48 25 08.9067,0.01753,573.0,planet
Kepler-1394 b,652.401,18 53 48.7637,+45 05 02.8706,,,planet
Kepler-972 b,1239.77,19 43 18.8857,+43 25 31.6803,,,planet
Kepler-89 b,426.2,19 49 19.9344,+41 53 28.0058,0.0330298,1486.0,planet
Kepler-89 c,426.2,19 49 19.9344,+41 53 28.0058,0.04907293,1012.0,planet
Kepler-89 d,426.2,19 49 19.9344,+41 53 28.0058,0.33,806.0,planet
Kepler-89 e,426.2,19 49 19.9344,+41 53 28.0058,0.11009952,584.0,planet
KMT-2021-BLG-1689L b,7200.0,17 58 19.00,-30 08 43.00,0.145,,planet
KMT-2019-BLG-0298L b,6710.0,17 39 31,-27 38 17,1.81,,planet
mu Arae b,15.3,17 44 08.7036,-51 50 02.5910,1.676,228.7,planet
mu Arae c,15.3,17 44 08.7036,-51 50 02.5910,0.03321,928.2,planet
mu Arae d,15.3,17 44 08.7036,-51 50 02.5910,0.5219,292.1,planet
mu Arae e,15.3,17 44 08.7036,-51 50 02.5910,1.814,122.5,planet
Kepler-1878 b,1494.3,20 02 56,+44 06 25,0.0279,1063.0,planet
Kepler-1219 b,903.506,19 48 51.7938,+47 22 42.6634,,,planet
Kepler-556 b,687.9,19 22 07.0629,+38 56 33.5740,,,planet
Kepler-382 b,841.11,19 56 32.6845,+45 52 11.7310,,,planet
Kepler-382 c,841.11,19 56 32.6845,+45 52 11.7310,,,planet
TOI-1246 b,,16 44 28.00,+70 25 48.00,0.0255,,planet
TOI-1246 c,,16 44 28.00,+70 25 48.00,0.0277,,planet
TOI-1246 d,,16 44 28.00,+70 25 48.00,0.0167,,planet
TOI-1246 e,,16 44 28.00,+70 25 48.00,0.0466,,planet
GJ 463 b,18.3554,12 22 59,+64 01 57,3.6,,planet
TOI-132 b,164.47,22 33 36,-43 26 12,0.07048,1395.0,planet
EPIC 204129699 b,110.9,16 21 45.7780,-23 32 52.2897,1.774,,planet
Kepler-845 b,436.472,19 23 49.8164,+49 12 13.6882,,,planet
HD 168443 b,37.38,18 20 03.9331,-09 35 44.6093,7.659,549.0,planet
HD 168443 c,37.38,18 20 03.9331,-09 35 44.6093,17.193,179.3,planet
WASP-92 b,530.0,16 26 46.0987,+51 02 27.8921,0.805,,planet
CoRoT-28 b,560.0,18 34 45.2033,+05 34 25.3913,0.484,,planet
Kepler-123 b,1026.8,19 47 59.6609,+42 46 55.0505,,,planet
Kepler-123 c,1026.8,19 47 59.6609,+42 46 55.0505,,,planet
Kepler-1290 b,1668.89,19 22 44.4610,+43 51 34.7294,,,planet
Kepler-478 b,,19 29 56.8613,+46 11 46.3456,,,planet
HD 94834 b,98.43,10 57 15.1142,+24 08 34.0151,1.26,,planet
HD 103891 b,54.9,11 57 45.19,-09 58 24.00,1.44,,planet
HD 26965 b,4.98,04 15 16.31963,-07 39 10.3404,0.02665,,planet
HD 197037 b,32.3,20 39 32.96014,+42 14 54.7845,0.79,,planet
Kepler-748 b,1790.83,19 29 03.0908,+37 14 13.1370,,,planet
K2-368 b,206.608,22 10 33,-11 09 58,0.00735,,planet
K2-368 c,206.608,22 10 33,-11 09 58,0.00762,,planet
K2-368 d,206.608,22 10 33,-11 09 58,0.014,,planet
Kepler-921 b,960.246,18 58 27.8875,+49 11 26.8395,,,planet
Kepler-555 b,1001.1,19 02 04.0446,+38 55 56.6658,,,planet
PSR 1257+12 A,710.0,13 00 03.5767,+12 40 56.4721,6.29e-05,,planet
PSR 1257+12 B,710.0,13 00 03.5767,+12 40 56.4721,0.0135,,planet
PSR 1257+12 C,710.0,13 00 03.5767,+12 40 56.4721,0.0123,,planet
WASP-57 b,455.0,14 55 16.8228,-02 03 27.5991,0.672,1251.0,planet
Kepler-487 b,894.214,19 41 08.9282,+41 13 19.0545,,,planet
Kepler-487 c,894.214,19 41 08.9282,+41 13 19.0545,,,planet
K2-322 b,123.86,10 26 29,+04 45 50,,635.0,planet
Kepler-1665 b,338.8,19 21 35,+41 02 24,,,planet
K2-330 b,160.125,08 27 35,+11 40 03,0.0255,969.0,planet
WASP-24 b,330.0,15 08 51.7366,+02 20 35.9644,1.032,1514.1,planet
Kepler-1654 b,577.6,18 48 44.5901,+44 26 04.0737,0.5,206.0,planet
GQ Lup b,140.0,15 49 12.1055,-35 39 05.0539,21.5,,planet
Kepler-1013 b,427.442,19 20 59.5419,+44 26 06.8936,,,planet
TOI-5542 b,348.849,20 11 12,-61 08 08,1.32,441.0,planet
K2-229 b,114.7,12 27 29.5848,-06 43 18.7660,,,planet
K2-229 c,114.7,12 27 29.5848,-06 43 18.7660,,,planet
Kepler-1321 b,784.129,19 38 06.8693,+46 38 27.4756,,,planet
Kepler-1321 c,784.129,19 38 06.8693,+46 38 27.4756,,,planet
Kepler-1125 b,,19 41 55.4943,+40 43 55.1430,,,planet
Kepler-1762 b,1663.74,19 21 58,+39 47 08,0.0253,714.0,planet
Qatar-2 b,182.3,13 50 37,-06 48 14,2.487,1179.7,planet
Kepler-1184 b,1197.32,19 25 07.6936,+46 57 57.5594,,,planet
Kepler-248 c,851.1,19 32 14.7171,+43 34 52.8798,,,planet
Kepler-248 b,851.1,19 32 14.7171,+43 34 52.8798,,,planet
Kepler-663 b,1095.53,19 51 13.9729,+47 56 47.9634,,,planet
Kepler-201 b,608.78,19 34 30.2499,+41 16 22.1668,,,planet
Kepler-201 c,608.78,19 34 30.2499,+41 16 22.1668,,,planet
Kepler-87 b,781.83,19 51 40.0490,+46 57 54.4270,1.02,478.1,planet
Kepler-87 c,781.83,19 51 40.0490,+46 57 54.4270,0.020132,403.3,planet
HD 22532 b,161.2,03 35 16.00,-49 25 03.00,2.12,,planet
HATS-69 b,419.5,19 17 11.3641,-60 53 30.0584,0.577,1295.7,planet
KMT-2016-BLG-2397L b,4880.0,17 44 51,-23 12 05,2.63,,planet
HD 3651 b,11.0,00 39 21.8055,+21 15 01.7160,0.2,405.0,planet
HD 3651.02,11.0,00 39 21.8055,+21 15 01.7160,0.09,,planet
Kepler-1210 b,1216.69,19 31 19.7202,+48 13 09.6729,,,planet
OGLE-2012-BLG-0950L b,3000.0,18 08 04.62,-29 43 53.7,0.11,,planet
HATS-49 b,324.6,00 26 27.1828,-56 20 39.5351,0.353,835.0,planet
Kepler-558 b,674.627,18 58 37.9015,+42 39 09.6943,,,planet
Kepler-1590 b,788.644,19 25 37.8772,+48 01 04.3948,,,planet
KOI-984 b,229.63,19 24 11.6983,+36 50 23.5543,0.0544,1022.0,planet
KMT-2017-BLG-1194L b,4240.0,18 17 17,-25 19 26,0.01114,,planet
Kepler-1126 b,647.585,19 02 46.0805,+45 41 21.7825,,,planet
Kepler-784 b,1354.65,19 43 40.9559,+47 26 55.0356,,,planet
Kepler-698 b,,19 14 02.4007,+41 18 06.3478,,,planet
KOI-1299 b,870.0,19 33 07.73,+48 17 09.2,4.87,,planet
KOI-1299 c,870.0,19 33 07.73,+48 17 09.2,2.43,,planet
K2-54 b,175.84,22 32 13.0045,-17 32 38.4784,,,planet
TOI-1669 b,111.276,03 03 50,+83 35 15,0.573,,planet
Kepler-670 b,965.624,19 48 03.7153,+49 13 31.1349,,,planet
Kepler-1374 b,1111.85,19 25 23.9964,+45 10 20.2066,,,planet
K2-238 b,453.0,23 10 49.0455,-07 51 27.0779,0.86,1587.0,planet
HD 190007 b,12.72,20 02 47.0455,+03 19 34.2648,0.05179,,planet
HD 457 b,55.0375,00 08 60,-39 44 14,26.572,,planet
WASP-142 b,840.0,09 22 01.5338,-23 56 46.2027,0.84,,planet
Kepler-573 b,788.955,19 18 05.0788,+51 14 14.3529,,,planet
Kepler-650 b,,19 16 00.2048,+45 09 15.2571,,,planet
EPIC 211901114 b,181.5,08 41 35.6914,+18 44 34.9793,,,planet
Kepler-292 f,1216.22,19 43 03.8776,+42 25 27.4502,,,planet
Kepler-292 d,1216.22,19 43 03.8776,+42 25 27.4502,,,planet
Kepler-292 e,1216.22,19 43 03.8776,+42 25 27.4502,,,planet
Kepler-292 c,1216.22,19 43 03.8776,+42 25 27.4502,,,planet
Kepler-292 b,1216.22,19 43 03.8776,+42 25 27.4502,,,planet
Kepler-1121 b,488.806,19 51 08.7698,+47 53 10.0426,,,planet
GJ 3512 b,9.49,08 41 20.1289,+59 29 50.4448,0.463,,planet
Kepler-141 c,313.46,19 51 53.0054,+47 43 54.0190,,,planet
Kepler-141 b,313.46,19 51 53.0054,+47 43 54.0190,,,planet
KOI-314 b,114.07,19 21 31.5681,+43 17 34.6803,0.006197,446.0,planet
KOI-314 c,114.07,19 21 31.5681,+43 17 34.6803,0.002013,376.0,planet
Kepler-138 b,114.07,19 21 31.5681,+43 17 34.6803,0.000208,,planet
Kepler-970 b,334.739,19 18 30.0563,+40 42 31.4197,,,planet
HAT-P-50 b,497.0,07 52 15.2179,+12 08 21.8386,1.35,1862.0,planet
HD 23127 b,89.1,03 39 23.6379,-60 04 40.2386,1.5,205.3,planet
DMPP-2 b,134.0,01 49 37.8897,-34 27 32.8726,0.437,1000.0,planet
Kepler-1789 b,611.461,18 51 27,+41 47 48,0.0264,380.0,planet
Kepler-490 b,1591.34,19 40 06.1617,+46 57 21.5649,,,planet
HD 4203 b,78.92,00 44 41.2002,+20 26 56.1379,1.82,,planet
HD 4203 c,78.92,00 44 41.2002,+20 26 56.1379,1.51,,planet
TYC 1422-614-1 b,759.0,10 17 06.6760,+19 33 30.4383,2.5,,planet
TYC 1422-614-1 c,759.0,10 17 06.6760,+19 33 30.4383,10.0,,planet
Kepler-400 b,716.62,19 23 46.6811,+40 28 48.1260,,,planet
Kepler-400 c,716.62,19 23 46.6811,+40 28 48.1260,,,planet
HIP 78530 b,156.7,16 01 55.4546,-21 58 49.3975,24.0,2700.0,planet
Kepler-1940 b,798.595,19 24 49,+45 14 18,0.00948,885.0,planet
Kepler-703 b,1194.17,19 56 44.8490,+41 44 33.7067,,,planet
Kepler-257 c,1167.03,19 49 15.8351,+46 01 23.7465,,,planet
Kepler-257 b,1167.03,19 49 15.8351,+46 01 23.7465,,,planet
Kepler-257 d,1167.03,19 49 15.8351,+46 01 23.7465,,,planet
TOI-332 b,222.852,23 12 14,-44 52 35,0.17997,1871.0,planet
Kepler-235 b,525.48,19 04 18.9843,+39 16 41.9438,,,planet
Kepler-235 d,525.48,19 04 18.9843,+39 16 41.9438,,,planet
Kepler-235 e,525.48,19 04 18.9843,+39 16 41.9438,,,planet
Kepler-235 c,525.48,19 04 18.9843,+39 16 41.9438,,,planet
K2-258 b,675.2,12 30 31.5211,-01 09 39.2421,,831.0,planet
TOI-2109 b,264.0,16 52 45.00,+16 34 48.00,5.02,3631.0,planet
Kepler-465 b,561.987,18 58 13.3773,+46 03 49.8232,,,planet
HD 39091 b,18.27,05 37 09.8851202601,-80 28 08.831347245,10.02,,planet
π Mensae c,18.27,05 37 09.8851202601,-80 28 08.831347245,0.01517,,planet
BLG-1691L b,7290.0,17 34 23.00,-29 17 05.00,0.046,,planet
KIC 8121913 b,721.8132,19 55 52.2801,+43 54 33.8265,2.1,,planet
Pr0201 b,178.0,08 41 43.8157,+20 13 36.755,0.54,,planet
ups Leo b,,11 36 57.00,-00 49 25.00,0.51,,planet
Kepler-846 b,1164.42,19 08 13.6981,+49 02 45.6339,,,planet
MOA-2007-BLG-192L b,660.0,18 08 03.798,-27 09 00.27,0.0101,,planet
OGLE-2017-BLG-1522L b,7490.0,18 01 16.65,-28 27 43.1,0.75,,planet
Kepler-1150 b,362.253,19 46 53.8782,+49 31 57.6658,,,planet
TOI-1710 b,81.1376,06 17 07.00,+76 12 39.00,0.089,,planet
Kepler-1809 b,409.602,19 21 04,+40 32 55,0.00912,877.0,planet
Kepler-1851 b,1589.81,19 02 42,+45 38 23,0.0455,776.0,planet
Kepler-326 c,386.07,19 37 18.1341,+46 00 08.0540,,,planet
Kepler-326 b,386.07,19 37 18.1341,+46 00 08.0540,,,planet
Kepler-326 d,386.07,19 37 18.1341,+46 00 08.0540,,,planet
KMT-2021-BLG-0748 b,6090.0,18 09 41.00,-25 44 48.00,0.45,,planet
Kepler-105 b,488.45,19 11 32.9514,+46 16 34.3849,,,planet
Kepler-105 c,488.45,19 11 32.9514,+46 16 34.3849,0.014483,,planet
KOI-115.03,488.45,19 11 32.9514,+46 16 34.3849,,,planet
TOI-199 b,102.27,05 20 25,-59 53 44,0.17,359.0,planet
TOI-199 c,102.27,05 20 25,-59 53 44,0.28,,planet
Kepler-4 b,550.0,19 02 27.6981,+50 08 08.7037,0.077,1474.7,planet
HD 74698 b,52.0648,08 40 18,-71 52 37,0.07,,planet
HD 74698 c,52.0648,08 40 18,-71 52 37,0.4,,planet
Kepler-47 (AB) b,1189.0,19 41 11,+46 55 13,,448.8,planet
Kepler-47 (AB) c,1189.0,19 41 11,+46 55 13,,245.3,planet
Kepler-47 (AB) d,1189.0,19 41 11,+46 55 13,0.05984,,planet
Kepler-481 b,833.194,19 27 37.6885,+49 15 43.3745,,,planet
Kepler-801 b,446.05,19 04 18.0532,+44 39 52.6924,,,planet
Kepler-733 b,941.176,19 32 04.3839,+45 54 52.9453,,,planet
WASP-8 b,89.3,23 59 36.0711,-35 01 52.920,2.24,,planet
WASP-8 c,89.3,23 59 36.0711,-35 01 52.920,9.45,,planet
TOI-4582 b,383.846,17 07 26,+68 51 56,0.53,815.0,planet
Kepler-971 b,341.67,18 56 22.6993,+41 10 58.0800,,,planet
HD 90156 b,39.6,10 23 55.2739,-29 38 43.9066,0.057,621.4,planet
Kepler-1271 b,852.079,19 05 22.6297,+37 24 43.1096,,,planet
Kepler-1101 b,758.438,19 38 16.6472,+45 40 16.4853,,,planet
Kepler-58 b,1302.83,19 45 26.0756,+39 06 54.7297,,,planet
Kepler-58 c,1302.83,19 45 26.0756,+39 06 54.7297,,,planet
Kepler-58 d,1302.83,19 45 26.0756,+39 06 54.7297,,,planet
Kepler-857 b,1011.63,19 38 31.7813,+43 24 01.6734,,,planet
Kepler-1047 b,837.381,19 14 35.1093,+50 47 20.4259,,,planet
Kepler-1047 c,837.381,19 14 35.1093,+50 47 20.4259,,,planet
Kepler-1371 b,523.067,19 15 19.5351,+47 33 07.1856,,,planet
Kepler-1371 c,523.067,19 15 19.5351,+47 33 07.1856,,,planet
OGLE-2014-BLG-1760L b,6860.0,17 57 38.16,-28 57 47.37,0.573,,planet
Kepler-501 b,1162.25,19 48 48.3666,+41 43 48.6800,,,planet
EPIC 211970147 b,181.5,08 40 13.4532,+19 46 43.7121,,,planet
KMT-2017-BLG-2509 b,7040.0,17 42 22.00,-26 19 02.00,2.09,,planet
OGLE-2019-BLG-0299 b,7040.0,17 42 22.00,-26 19 02.00,6.22,,planet
TOI-1444 b,125.0,20 21 54.00,+70 56 37.00,0.01218,,planet
TOI-1444 c,125.0,20 21 54.00,+70 56 37.00,11.8,,planet
HD 104067 b,20.8,11 59 10.0086,-20 21 13.6101,0.186,363.2,planet
Kepler-1230 b,1419.04,18 53 03.4878,+41 42 41.3339,,,planet
Kepler-332 b,379.55,19 06 39.1084,+47 24 49.3882,,,planet
Kepler-332 c,379.55,19 06 39.1084,+47 24 49.3882,,,planet
Kepler-332 d,379.55,19 06 39.1084,+47 24 49.3882,,,planet
KOI-423 b,1200.0,19 47 50.4745,+46 02 03.4991,19.1,,planet
HAT-P-66 b,927.0,10 02 17.4467,+53 57 03.2019,0.783,,planet
HAT-P-43 b,543.0,08 35 42.1747,+10 12 23.9238,0.66,1361.0,planet
Kepler-1246 b,441.93,19 10 37.7758,+48 58 55.7490,,,planet
Kepler-1527 b,,19 49 39.4630,+46 03 38.9607,,,planet
Kepler-1760 b,,18 56 32,+48 49 31,0.0184,480.0,planet
Kepler-296 c,558.5,19 06 09.602,+49 26 14.37,,,planet
Kepler-296 d,558.5,19 06 09.602,+49 26 14.37,,,planet
Kepler-296 b,558.5,19 06 09.602,+49 26 14.37,,,planet
Kepler-296 f,558.5,19 06 09.602,+49 26 14.37,,,planet
Kepler-296 e,558.5,19 06 09.602,+49 26 14.37,,,planet
Kepler-1180 b,1669.73,19 43 32.9981,+43 09 21.8013,,,planet
Kepler-100 c,296.6,19 25 32.6433,+41 59 24.9441,,,planet
Kepler-100 b,296.6,19 25 32.6433,+41 59 24.9441,0.0231,,planet
Kepler-100 d,296.6,19 25 32.6433,+41 59 24.9441,,,planet
HAT-P-6 b,200.0,23 39 05.8101,+42 27 57.5034,1.057,1529.9,planet
TOI-2194 b,19.5711,19 56 38,-31 20 07,0.0145,590.88,planet
Kepler-716 b,675.0,19 21 34,+43 21 50,,,planet
Kepler-716 c,675.0,19 21 34,+43 21 50,,,planet
Kepler-97 b,414.4,19 09 18.3876,+48 40 24.3654,0.011041,,planet
Kepler-97 c,414.4,19 09 18.3876,+48 40 24.3654,,,planet
Kepler-967 b,372.176,19 06 13.9383,+38 24 19.1779,,,planet
Kepler-967 c,372.176,19 06 13.9383,+38 24 19.1779,,,planet
HD 212771 b,131.0,22 27 03.0722,-17 15 49.1631,2.3,456.8,planet
K2-396 b,274.864,04 58 46,+17 16 09,0.00981,,planet
K2-396 c,274.864,04 58 46,+17 16 09,0.0312,,planet
KMT-2016-BLG-2364L b,6440.0,17 42 52,-27 26 08,3.93,,planet
EPIC 211391664 b,435.0,08 25 57.1875,+11 30 40.0834,0.101,,planet
HATS-64 b,1114.0,09 37 09.0299,-29 48 01.5746,0.96,1793.0,planet
Kepler-17 b,800.0,19 53 34.8642,+47 48 54.0499,2.47,1622.7,planet
OGLE-2018-BLG-0932L b,6620.0,17 53 24,-29 01 18,0.89,,planet
Kepler-601 b,419.851,18 48 01.1083,+42 10 35.4247,,,planet
Kepler-1763 b,756.486,19 36 27,+40 21 46,0.00499,1822.0,planet
HD 1461 b,23.25,00 18 41.86724,-08 03 10.8024,0.02026,,planet
HD 1461 c,23.25,00 18 41.86724,-08 03 10.8024,0.01759,,planet
HD 1461 d,23.25,00 18 41.86724,-08 03 10.8024,0.08778,,planet
HD 1461 e,23.25,00 18 41.86724,-08 03 10.8024,0.274,,planet
NGTS-9 b,619.74,09 27 40.9610,-19 20 51.5583,2.9,1448.0,planet
Kepler-1301 b,875.5034,19 06 25.0002,+42 26 25.1299,,,planet
Kepler-662 b,834.794,19 21 51.6241,+47 55 45.0546,,,planet
K2-188 b,484.3,08 39 15.2733,+23 21 26.9328,,,planet
K2-188 c,484.3,08 39 15.2733,+23 21 26.9328,,,planet
TOI-1430 b,,20 02 28.00,+53 22 39.00,0.022,813.0,planet
Kepler-709 b,677.599,19 28 25.2559,+42 22 49.0355,,,planet
K2-200 b,183.9,13 29 00.3812,-04 36 36.7981,,,planet
Kepler-547 b,383.127,19 04 28.4826,+44 20 42.9365,,,planet
TOI-1062 b,82.2,02 32 29.00,-78 01 25.00,0.032,1077.0,planet
TOI-1062 c,82.2,02 32 29.00,-78 01 25.00,9.35,859.0,planet
HD 56414 b,272.217,07 11 22,-68 50 00,0.0418,1133.0,planet
Nu Oct A b,22.1,21 41 28.64977,-77 23 24.1563,2.1,,planet
K2-345 b,162.408,08 50 50,+21 47 21,0.016,437.0,planet
Kepler-1390 b,738.716,19 54 38.9696,+48 14 55.6244,,,planet
Kepler-564 b,884.799,19 47 21.2150,+46 37 35.0887,,,planet
Kepler-982 b,820.277,19 13 40.2447,+46 35 25.5676,,,planet
TOI-836 b,27.5024,15 00 19,-24 27 15,0.01425,871.0,planet
TOI-836 c,27.5024,15 00 19,-24 27 15,0.0302,665.0,planet
TOI-778 b,161.743,13 17 20,-15 16 25,2.8,1561.0,planet
Kepler-1005 b,577.267,19 05 08.6367,+43 19 13.6814,,,planet
Kepler-1508 b,1306.85,19 52 28.5274,+40 22 30.1826,,,planet
K2-153 b,143.6,12 15 14.2068,+02 01 15.4048,,497.0,planet
K2-64 b,506.87,22 09 39.2712,-11 25 43.4239,,,planet
Kepler-189 c,650.34,19 10 15.5284,+44 18 18.0069,,,planet
Kepler-189 b,650.34,19 10 15.5284,+44 18 18.0069,,,planet
Kepler-236 c,293.01,18 55 27.9303,+39 53 53.1589,,,planet
Kepler-236 b,293.01,18 55 27.9303,+39 53 53.1589,,,planet
Kepler-1716 b,195.439,19 49 05,+43 19 59,0.0203,408.0,planet
Kepler-878 b,808.473,19 01 11.0924,+46 36 12.2941,,,planet
Kepler-262 c,717.13,19 22 54.8799,+37 15 09.5995,,,planet
Kepler-262 b,717.13,19 22 54.8799,+37 15 09.5995,,,planet
Kepler-1891 b,596.24,19 20 11,+44 22 14,0.00921,1017.0,planet
