nom,distance,ascension_droite,declinaison,masse,temperature,type
Kepler-1253 b,522.22,18 55 32.4377,+47 38 14.0449,,,planet
GJ 2030 b,37.0788,03 23 18,-07 47 42,0.015,,planet
GJ 2030 c,37.0788,03 23 18,-07 47 42,12.803,,planet
Kepler-397 c,1153.82,19 43 34.5895,+42 22 49.8320,,,planet
Kepler-397 b,1153.82,19 43 34.5895,+42 22 49.8320,,,planet
Kepler-1460 b,561.987,19 02 13.8773,+44 00 38.8138,,,planet
Kepler-1215 b,673.809,19 49 51.2712,+48 10 53.1071,,,planet
HD 17092 b,109.0,02 46 22.1178,+49 39 11.0948,4.6,513.6,planet
Kepler-384 b,482.52,19 04 06.2626,+44 46 58.3391,,,planet
Kepler-384 c,482.52,19 04 06.2626,+44 46 58.3391,,,planet
TOI-1820 b,250.0,12 30 45.00,+27 27 08.00,2.3,1295.0,planet
Gliese 667 C b,6.97,17 18 57,-34 59 23,0.017616,,planet
Gliese 667 C h,6.97,17 18 57,-34 59 23,0.00346,,planet
Gliese 667 C c,6.97,17 18 57,-34 59 23,0.011954,,planet
Gliese 667 C f,6.97,17 18 57,-34 59 23,0.008493,,planet
Gliese 667 C e,6.97,17 18 57,-34 59 23,0.008493,,planet
Gliese 667 C d,6.97,17 18 57,-34 59 23,0.016043,,planet
Gliese 667 C g,6.97,17 18 57,-34 59 23,0.01447,,planet
Kepler-208 b,925.47,19 35 33.6470,+42 31 40.7247,,,planet
Kepler-208 c,925.47,19 35 33.6470,+42 31 40.7247,,,planet
Kepler-208 e,925.47,19 35 33.6470,+42 31 40.7247,,,planet
Kepler-208 d,925.47,19 35 33.6470,+42 31 40.7247,,,planet
WASP-120 b,385.401,04 10 27.8559,-45 53 53.5754,5.01,1890.0,planet
Kepler-350 c,1130.55,19 01 40.7039,+39 42 22.0153,,,planet
Kepler-350 d,1130.55,19 01 40.7039,+39 42 22.0153,,,planet
Kepler-350 b,1130.55,19 01 40.7039,+39 42 22.0153,,,planet
Kepler-1576 b,467.137,19 16 17.7538,+40 21 57.7339,,,planet
EPIC 201613023 b,294.0,11 32 46.0928,+02 14 41.5879,,1003.0,planet
7 CMa b,19.75,06 36 41.0375,-19 15 21.1659,1.85,,planet
7 CMa c,19.75,06 36 41.0375,-19 15 21.1659,0.87,,planet
Kepler-1879 b,627.171,19 17 27,+41 31 60,0.0155,987.0,planet
Kepler-1701 b,594.1,19 06 26,+41 53 22,,,planet
K2-42 b,401.36,11 46 39.7705,-05 10 18.8711,,,planet
Kepler-1996 b,440.561,19 01 01,+46 34 56,0.018,392.0,planet
Kepler-1996 c,440.561,19 01 01,+46 34 56,0.0261,276.0,planet
Kepler-806 b,365.698,19 44 01.6984,+44 51 12.4330,,,planet
HD 18599 b,38.5653,02 57 03,-56 11 31,0.07583,863.0,planet
TOI-908 b,175.748,03 32 38,-81 15 03,0.05077,1317.0,planet
WASP-70 A b,245.0,21 01 54,-13 26 00,0.59,1387.0,planet
Kepler-1422 b,,19 35 33.6500,+48 20 09.9255,,,planet
Kepler-1093 b,1107.05,18 59 54.7191,+41 25 12.6877,,,planet
Kepler-1093 c,1107.05,18 59 54.7191,+41 25 12.6877,,,planet
HD 98219 b,134.0,11 17 47.5531,-23 58 31.4951,1.8,419.8,planet
OGLE-2015-BLG-0966L b,3300.0,17 55 01.02,-29 02 49.6,0.066,,planet
Kepler-1489 b,1332.09,18 45 10.9933,+44 27 55.4100,,,planet
HAT-P-17 b,90.0,21 38 08.7311,+30 29 19.4455,0.534,707.1,planet
HAT-P-17 c,90.0,21 38 08.7311,+30 29 19.4455,1.4,127.5,planet
Kepler-1117 b,577.934,19 28 20.3498,+49 14 14.8550,,,planet
Kepler-724 b,874.126,19 33 49.1672,+44 47 34.1294,,,planet
2MASS J06023447-0034369 b,,06 02 34.48,-00 34 36.92,1.1,,planet
Kepler-1082 b,755.687,19 17 26.0876,+50 35 54.5474,,,planet
OGLE-2018-BLG-0977 b,6500.0,17 54 01.00,-30 36 17.00,0.0201,,planet
HD 68402 b,78.0,08 05 23.6912,-74 35 22,3.07,,planet
Kepler-721 b,951.022,18 57 43.3208,+44 28 49.7936,,,planet
HD 10442 b,135.9,01 41 53.1428,+02 42 15.7714,2.1,,planet
K2-400 b,62.3804,10 18 03,+03 41 49,0.00525,,planet
CoRoT-19 b,800.0,06 28 08.0586,-00 10 14.5323,1.11,1515.3,planet
EPIC 212587672 c,320.07,13 41 47,-10 51 45,0.0189,658.0,planet
EPIC 212587672 b,320.07,13 41 47,-10 51 45,0.00669,756.0,planet
HU Aqr (AB) b,,21 07 58,-05 17 41,4.758,,planet
HU Aqr (AB) c,,21 07 58,-05 17 41,20.2,,planet
HU Aqr (AB) d,,21 07 58,-05 17 41,80.0,,planet
K2-193 b,369.8,13 40 56.8930,-11 00 33.4869,,,planet
beta Cancri b,93.0,08 16 30.92101,+09 11 07.9579,7.8,,planet
55 Cancri b,12.5901,08 52 35.8113282132,+28 19 50.956901366,0.8036,,planet
55 Cancri c,12.5901,08 52 35.8113282132,+28 19 50.956901366,0.1611,,planet
55 Cancri d,12.5901,08 52 35.8113282132,+28 19 50.956901366,3.12,,planet
55 Cancri e,12.5901,08 52 35.8113282132,+28 19 50.956901366,0.0251,,planet
55 Cancri f,12.5901,08 52 35.8113282132,+28 19 50.956901366,0.1503,,planet
Kepler-1945 b,,18 47 36,+42 17 09,0.00695,808.0,planet
WASP-93 b,250.0,00 37 50.1100,+51 17 19.5590,1.47,,planet
K2-270 b,283.53,08 45 03.9866,+13 32 59.3889,,1203.0,planet
K2-270 c,283.53,08 45 03.9866,+13 32 59.3889,,848.0,planet
HD 100546 b,97.0,11 33 25.4404,-70 11 41.2393,17.5,1028.0,planet
HD 100546 c,97.0,11 33 25.4404,-70 11 41.2393,,,planet
HD 96063 b,158.0,11 04 44.4546,-02 30 47.5855,0.9,481.5,planet
HIP 11952 b,111.0,02 34 11.0485,-12 23 03.4454,2.93,372.6,planet
HIP 11952 c,111.0,02 34 11.0485,-12 23 03.4454,0.78,1263.2,planet
Kepler-1788 b,560.445,19 24 54,+45 46 41,0.0197,956.0,planet
HATS-26 b,907.0,09 39 42.4488,-28 35 08.0980,0.65,,planet
Kepler-139 b,476.47,18 49 34.0590,+43 53 21.6475,,,planet
Kepler-139 c,476.47,18 49 34.0590,+43 53 21.6475,,,planet
WASP-83 b,300.0,12 40 36.4947,-19 17 03.4703,0.3,1120.0,planet
Kepler-403 b,605.63,19 19 41.1510,+46 44 40.4896,,,planet
Kepler-403 c,605.63,19 19 41.1510,+46 44 40.4896,,,planet
Kepler-403 d,605.63,19 19 41.1510,+46 44 40.4896,,,planet
Kepler-1169 b,530.786,19 39 38.7763,+46 29 29.2445,,,planet
HD 87883 b,18.1,10 08 43.1409,+34 14 32.1487,1.78,,planet
WASP-156 b,140.0,02 11 07.6236,+02 25 04.8765,0.128,970.0,planet
TOI-2803 A b,494.818,06 12 28,-23 29 33,0.975,1893.0,planet
WASP-111 b,210.0,21 55 04.2428,-22 36 45.2925,1.83,2140.0,planet
HIP 55507 b,25.4893,11 22 05,+46 54 28,8.25957,,planet
Kepler-866 b,658.501,19 20 29.3544,+43 05 07.9404,,,planet
Kepler-1663 b,341.22,19 21 36,+48 49 21,,,planet
Kepler-1381 b,1239.46,19 10 08.5893,+48 43 40.0370,,,planet
KIC 10525077 b,1525.32,19 09 30.7413,+47 46 16.1536,,,planet
KOI-5800.01,1525.32,19 09 30.7413,+47 46 16.1536,,,planet
Kepler-1074 b,252.64,18 57 54.3767,+46 15 09.2769,,,planet
Kepler-685 b,963.391,19 35 29.2598,+38 25 22.6094,,,planet
Kepler-124 c,358.8,19 07 00.6694,+49 03 53.5779,,,planet
Kepler-124 d,358.8,19 07 00.6694,+49 03 53.5779,,,planet
Kepler-124 b,358.8,19 07 00.6694,+49 03 53.5779,,,planet
WASP-187 b,375.52,01 09 53.9653,+25 40 54.1037,0.8,,planet
Kepler-1675 b,663.58,18 55 14,+41 02 28,,,planet
OGLE-2016-BLG-1195L b,3910.0,17 55 23.50,-30 12 26.1,0.0045,,planet
TOI-640 b,341.9,06 38 56.00,-36 38 46.00,0.88,1749.0,planet
Proxima Centauri b,1.295,14 39 36.204,-60 50 08.23,0.003691,234.0,planet
Proxima Centauri c,1.295,14 39 36.204,-60 50 08.23,0.022024,,planet
Proxima Centauri d,1.295,14 39 36.204,-60 50 08.23,0.000818,,planet
Alpha Centauri B b,1.295,14 39 36.204,-60 50 08.23,0.00356,,planet
Alpha Centauri B c,1.295,14 39 36.204,-60 50 08.23,,,planet
Kepler-780 b,,18 47 03.9352,+44 17 33.1070,,,planet
Kepler-1591 b,1478.63,19 46 03.9995,+44 36 31.0175,,,planet
mu2 Sco b,169.5,16 52 20.00,-38 01 03.00,14.4,,planet
Kepler-1346 b,864.603,19 27 21.9139,+45 10 45.0245,,,planet
Kepler-1177 b,1350.44,19 06 41.1521,+49 24 22.6978,,,planet
TOI-3023 b,389.916,11 01 16,-72 21 24,0.62,1596.0,planet
Kepler-483 b,882.223,19 26 35.2170,+41 53 04.7829,,,planet
TOI-530 b,147.7,06 53 39.00,+12 52 54.00,0.4,565.0,planet
Kepler-1241 b,995.223,19 38 18.2967,+38 27 25.1875,,,planet
Kepler-66 b,1107.0,19 35 55.5742,+46 41 15.9568,,,planet
HD 159868 b,52.7,17 39 00,-43 08 43.8443,2.1,224.9,planet
HD 159868 c,52.7,17 39 00,-43 08 43.8443,0.73,336.8,planet
Kepler-216 c,994.93,19 34 54.7440,+46 07 44.9025,,,planet
Kepler-216 b,994.93,19 34 54.7440,+46 07 44.9025,,,planet
Kepler-21 b,112.9,19 09 26.83535,+38 42 50.4593,,,planet
TOI-2260 b,101.3,16 30 40.00,+49 02 47.00,0.011,2609.0,planet
Kepler-390 b,429.55,19 26 30.9049,+41 12 31.0022,,,planet
Kepler-390 c,429.55,19 26 30.9049,+41 12 31.0022,,,planet
LHS 3844 b,14.9,22 41 58.1173,-69 10 08.3209,,805.0,planet
Kepler-113 c,255.9,19 11 59.4989,+50 56 39.6675,,,planet
Kepler-113 b,255.9,19 11 59.4989,+50 56 39.6675,0.036805,,planet
Kepler-450 b,,19 41 56.76,+51 00 48.6,,,planet
Kepler-450 c,,19 41 56.76,+51 00 48.6,,,planet
Kepler-450 d,,19 41 56.76,+51 00 48.6,,,planet
HD 122562 b,53.02,14 02 21.1635,+20 52 52.7441,24.0,,planet
TOI-1272 b,,13 16 47.18,+49 51 39.74,0.0774,961.0,planet
TOI-1272 c,,13 16 47.18,+49 51 39.74,0.084,697.0,planet
Kepler-751 b,777.182,19 39 22.5165,+44 04 39.7114,,,planet
HD 135872 b,82.4251,15 17 41,-05 12 09,5.489,,planet
HIP 67851 b,66.0,13 53 52.06197,-35 18 51.7033,1.38,,planet
HIP 67851 c,66.0,13 53 52.06197,-35 18 51.7033,5.98,,planet
WASP-55 b,330.0,13 35 01.9537,-17 30 12.5263,0.57,1160.1,planet
Qatar-4 b,332.2,00 19 26.23,+44 01 39.5,5.85,,planet
K2-260 b,676.32,05 07 28.1588,+16 52 03.7950,1.42,1957.0,planet
SR 12 C,125.0,16 27 20,-24 41 40,13.0,,planet
Kepler-973 b,331.576,19 20 39.6681,+49 55 25.9596,,,planet
HD 93385 b,42.2,10 46 15.1160,-41 27 51.7261,0.0263,851.8,planet
HD 93385 c,42.2,10 46 15.1160,-41 27 51.7261,0.0318,560.1,planet
HD 156668 c,24.3323,17 17 40,+29 13 41,0.0991,,planet
HD 156668 b,24.3323,17 17 40,+29 13 41,0.013,,planet
Kepler-1533 b,994.233,19 43 54.1392,+44 42 48.3755,,,planet
HD 114729 A b,35.0,13 12 44,-31 52 24,0.84,,planet
Kepler-610 b,866.701,19 32 41.1264,+45 03 56.1965,,,planet
Kepler-610 c,866.701,19 32 41.1264,+45 03 56.1965,,,planet
HATS-9 b,622.0,19 23 14.4314,-20 09 58.8491,0.837,1823.0,planet
WASP-151 b,458.91,23 16 15.2317,+00 18 24.2459,0.31,1290.0,planet
XO-6 b,86.0,06 19 10.3709,+73 49 39.5919,1.9,,planet
Kepler-1562 b,,19 37 49.3649,+46 44 36.9145,,,planet
Kepler-81 b,410.38,19 34 32.8684,+42 49 29.7611,,,planet
Kepler-81 c,410.38,19 34 32.8684,+42 49 29.7611,,,planet
Kepler-81 d,410.38,19 34 32.8684,+42 49 29.7611,,,planet
AB Aur b,144.0,04 55 46.00,+30 33 04.00,9.0,,planet
Ross 508 b,11.2183,15 23 51.00,+17 27 57.00,0.01249,,planet
TOI-2337 b,,19 22 29.00,+60 51 14.00,1.0,,planet
K2-272 b,426.57,08 50 29.0688,+17 32 32.7831,,655.0,planet
HD 63765 b,32.6,07 47 49.7202,-54 15 50.9193,0.64,222.6,planet
WASP-190 b,550.76,00 30 50.2350,-40 34 24.3191,1.0,1500.0,planet
K2-169 b,339.9,22 28 10.6223,-14 35 57.7998,,,planet
HD 12648 b,158.4,02 18 59.6716,+85 44 10.1731,2.9,,planet
Kepler-864 b,,19 00 13.7004,+46 19 14.3163,,,planet
HD 133131 A b,47.0,15 03 35.44,-27 50 33.18,1.43,,planet
HD 133131 A c,47.0,15 03 35.44,-27 50 33.18,0.48,,planet
HD 133131 B b,47.0,15 03 35.44,-27 50 33.18,2.5,,planet
14 Her b,18.1,16 10 24.3152,+43 49 03.4987,4.975,,planet
14 Her c,18.1,16 10 24.3152,+43 49 03.4987,7.679,,planet
K2-391 b,507.94,23 44 54,-07 42 05,0.00772,,planet
HIP 97233 b,106.0,19 45 41.2747,-00 41 47.9249,20.0,,planet
CoRoT-12 b,1150.0,06 43 03.7631,-01 17 47.1435,0.917,1318.7,planet
Kepler-60 b,664.24,19 15 50.6983,+42 15 54.0505,0.0129,,planet
Kepler-60 c,664.24,19 15 50.6983,+42 15 54.0505,0.0151,,planet
Kepler-60 d,664.24,19 15 50.6983,+42 15 54.0505,0.012,,planet
HD 219828 b,71.4,23 18 46.7340,+18 38 44.6151,0.06607,,planet
HD 219828 c,71.4,23 18 46.7340,+18 38 44.6151,15.1,,planet
Kepler-112 b,495.55,19 47 55.4405,+43 12 35.1263,,,planet
Kepler-112 c,495.55,19 47 55.4405,+43 12 35.1263,,,planet
K2-293 b,396.64,23 26 25.5257,-06 01 40.3188,,750.0,planet
HD 220074 b,290.2,23 20 14.3786,+61 58 12.4646,11.1,965.5,planet
TOI-163 b,416.5,05 19 04,-71 53 44,1.22,1669.0,planet
Kepler-1451 b,1091.11,19 33 47.1426,+40 24 35.6649,,,planet
KMT-2018-BLG-2718 b,4490.0,17 52 56.00,-30 13 06.00,16.0,,planet
Kepler-297 b,684.83,18 52 50.1951,+48 46 39.4351,,,planet
Kepler-297 c,684.83,18 52 50.1951,+48 46 39.4351,0.13,,planet
Kepler-1269 b,1133.02,19 11 13.3365,+45 20 26.0043,,,planet
Kepler-855 b,1573.07,19 40 22.7956,+43 32 15.2532,,,planet
Kepler-1075 b,293.617,19 10 00.2783,+47 28 09.2346,,,planet
Kepler-682 b,,19 16 26.9408,+51 44 14.6185,,,planet
HIP 8541 b,169.0,01 50 06.3306,-54 32 06,5.59,,planet
K2-111 b,201.7,03 59 33.5382,+21 17 55.2437,0.01664,,planet
K2-111 c,201.7,03 59 33.5382,+21 17 55.2437,0.03555,,planet
Kepler-1313 b,175.113,19 29 33.2571,+42 13 59.7358,,,planet
HD 187123 b,48.3,19 46 58.11299,+34 25 10.2810,0.5074,,planet
HD 187123 c,48.3,19 46 58.11299,+34 25 10.2810,1.8,,planet
K2-324 b,137.18,10 30 29,+06 51 49,,707.0,planet
TOI-1296 b,313.7,17 07 05.00,+70 14 19.00,0.298,1562.0,planet
TOI-169 b,412.5,01 07 07,-75 11 56,0.791,1715.0,planet
Kepler-1012 b,416.008,19 17 11.0972,+46 27 28.6949,,,planet
Kepler-761 b,850.991,19 22 00.8585,+44 08 36.9206,,,planet
HD 11112 b,44.3804,01 48 21,-41 29 40,7.64087,,planet
Kepler-1347 b,,19 58 38.3052,+40 50 37.8690,,,planet
Kepler-304 b,482.29,19 37 46.0343,+40 33 27.1990,,,planet
Kepler-304 d,482.29,19 37 46.0343,+40 33 27.1990,,,planet
Kepler-304 c,482.29,19 37 46.0343,+40 33 27.1990,,,planet
Kepler-304 e,482.29,19 37 46.0343,+40 33 27.1990,,,planet
Kepler-1479 b,744.269,19 02 50.8629,+49 42 23.9949,,,planet
Kepler-246 b,768.87,19 45 56.0187,+42 39 48.3205,,,planet
Kepler-246 c,768.87,19 45 56.0187,+42 39 48.3205,,,planet
HD 4113 b,41.7,00 43 12.5958,-37 58 57.473,1.602,,planet
HD 75898 b,80.58,08 53 50.8052,+33 03 24.5230,2.51,307.6,planet
WASP-48 b,460.2,19 24 38.9615,+55 28 23.3317,0.98,2030.0,planet
EPIC 228754001 b,620.42,12 08 39.9335,-08 44 49.8466,0.495,,planet
Gliese 832 b,4.94,21 33 33.9749,-49 00 32.4034,0.688908,,planet
Gliese 832 c,4.94,21 33 33.9749,-49 00 32.4034,0.015729,,planet
K2-122 b,72.19,08 25 54.3164,+20 21 34.4484,,814.0,planet
Kepler-1831 b,1053.49,19 41 13,+49 35 21,0.0143,1051.0,planet
BD+15 2940 b,508.0,16 00 22.93827,+15 32 48.9291,1.11,,planet
Kepler-1686 b,745.49,19 26 26,+42 02 09,,,planet
HD 210702 b,54.9,22 11 51.33086,+16 02 25.9903,1.9,,planet
HD 180314 b,132.0,19 14 50.2087,+31 51 37.2594,22.0,553.4,planet
Gliese 1214 b,13.0,17 15 19.00,+04 57 50.00,0.02571,,planet
K2-86 b,245.5,03 26 12.6713,+18 38 08.2019,,,planet
EPIC 201295312 b,331.0,11 36 02.7919,-02 31 15.1678,,,planet
Kepler-1211 b,,19 02 52.9871,+40 51 25.0572,,,planet
Gliese 176 b,9.42,04 42 55.77497,+18 57 29.4043,0.0264,,planet
WASP-161 b,346.46,08 25 21.0836,-11 30 03.5510,2.49,1557.0,planet
Kepler-1667 b,638.35,18 54 08,+48 05 39,,,planet
Kepler-712 b,893.336,19 39 38.3294,+42 56 06.8693,,,planet
Kepler-712 c,893.336,19 39 38.3294,+42 56 06.8693,,,planet
Kepler-535 b,699.447,19 46 15.9984,+49 41 46.4671,,,planet
Kepler-1000 b,1152.7378,19 06 44.5199,+47 05 53.5765,,,planet
Kepler-1131 b,1061.91,19 42 36.3476,+49 15 40.6497,,,planet
MOA-2016-BLG-319L b,6800.0,17 54 58,-29 45 02,0.62,,planet
Kepler-633 b,958.957,19 40 52.1542,+40 35 31.9542,,,planet
Kepler-1221 b,,19 03 17.3722,+45 42 42.7640,,,planet
HD 176986 b,27.81,19 03 05.8729,-11 02 38.1312,0.01806,,planet
HD 176986 c,27.81,19 03 05.8729,-11 02 38.1312,0.02888,,planet
K2-161 b,735.9,12 15 10.5241,-03 29 44.2346,,,planet
Kepler-567 b,567.891,19 50 41.4191,+48 18 08.3224,,,planet
Kepler-1250 b,,19 11 10.5248,+45 58 48.9096,,,planet
HATS-72 b,127.66,22 36 06.3189,-16 59 59.7882,0.1254,739.0,planet
HD 24064 b,264.4,03 56 36.2965,+74 04 48.1238,9.4,,planet
HATS-43 b,341.0,05 22 09.1675,-30 01 45,0.261,,planet
Kepler-1242 b,701.262,18 58 25.4934,+41 11 46.9620,,,planet
KMT-2018-BLG-1988L b,4200.0,17 41 08.00,-35 35 41.00,0.0214,,planet
Kepler-618 b,1266.46,19 04 59.9597,+48 03 39.3642,,,planet
Kepler-1315 b,480.869,19 43 17,+46 03 11,0.0078,1541.0,planet
Kepler-1315 c,480.869,19 43 17,+46 03 11,0.0128,777.0,planet
HD 22781 b,31.79,03 40 49.5245,+31 49 34.6488,13.65,167.0,planet
Kepler-31 b,1790.6,19 36 05.5270,+45 51 11.1064,,,planet
Kepler-31 c,1790.6,19 36 05.5270,+45 51 11.1064,,,planet
Kepler-31 d,1790.6,19 36 05.5270,+45 51 11.1064,,,planet
TOI-181 b,96.2338,23 28 41,-34 29 29,0.1452,895.1,planet
Kepler-926 b,945.626,19 18 43.0449,+40 42 01.6458,,,planet
Kepler-929 b,1361.66,19 53 55.4689,+41 36 55.2145,,,planet
Kepler-1955 b,449.351,19 58 08,+40 28 40,0.00531,853.0,planet
MOA-2010-BLG-073L b,2800.0,18 10 11.342,-26 31 22.544,11.0,,planet
Kepler-470 b,955.384,19 48 02.2677,+50 22 20.3719,,,planet
Kepler-1845 b,710.724,19 31 36,+38 17 49,0.0205,584.0,planet
Kepler-621 b,,19 23 42.5479,+39 54 50.9281,,,planet
Kepler-1528 b,837.17,19 09 36.7088,+46 34 26.3582,,,planet
Kepler-1308 b,113.072,19 03 42.9328,+38 31 15.4486,,,planet
Kepler-44 b,1229.1,20 00 24.5656,+45 45 43.7628,1.0,,planet
Kepler-896 b,,18 49 45.3985,+43 44 04.0819,,,planet
Kepler-871 b,,19 38 06.5023,+43 22 05.3579,,,planet
Kepler-161 b,484.58,19 22 03.9578,+43 05 01.7456,,,planet
Kepler-161 c,484.58,19 22 03.9578,+43 05 01.7456,,,planet
KMT-2019-BLG-2783L b,5910.0,17 57 10,-33 47 19,1.16,,planet
OGLE-2015-BLG-1771L b,7070.0,17 55 12,-28 51 46,0.433,,planet
Kepler-1328 b,833.056,18 58 42.0941,+44 25 03.9200,,,planet
K2-350 c,489.368,13 36 09,-14 00 33,0.025,687.0,planet
K2-350 b,489.368,13 36 09,-14 00 33,0.0094,1158.0,planet
HD 564 b,53.6,00 09 52.82123,-50 16 04.1606,0.33,,planet
Kepler-1544 b,338.364,19 49 08.4029,+49 12 44.7871,,,planet
IC 4651 9122 b,879.38,17 24 50,-49 56 56,6.3,,planet
MOA 2011-BLG-322L b,7560.0,18 04 53.6,-27 13 15.4,11.6,,planet
WASP-12 b,250.0,06 30 33,+29 40 20,1.404,2319.7,planet
Kepler-1700 b,732.73,19 07 48,+45 21 14,,,planet
WASP-119 b,333.0,03 43 44.0213,-65 11 37.8644,1.23,1600.0,planet
Kepler-789 b,1544.64,19 43 54.0394,+38 56 47.8802,,,planet
Kepler-1445 b,513.769,18 40 59.8727,+43 54 54.3869,,,planet
2M 044144 b,145.0,04 41 45.652,+23 01 58.07,9.8,1800.0,planet
HD 33844 b,100.9,05 12 36.10097,-14 57 04.0084,1.92,,planet
HD 33844 c,100.9,05 12 36.10097,-14 57 04.0084,1.68,,planet
Kepler-180 c,873.85,19 42 17.1136,+49 46 28.4282,,,planet
Kepler-180 b,873.85,19 42 17.1136,+49 46 28.4282,,,planet
2MASS J2002-0521,17.6316,20 02 50.71,-05 21 52.58,13.0,1301.0,planet
Kepler-1088 b,282.917,18 46 14.7505,+42 27 01.7750,,,planet
HATS-67 b,987.1,12 00 50.1182,-46 08 11.1247,1.45,2193.0,planet
TOI-700 b,31.07,06 28 23,-65 34 46,,417.0,planet
TOI-700 c,31.07,06 28 23,-65 34 46,,356.0,planet
TOI-700 d,31.07,06 28 23,-65 34 46,,269.0,planet
HAT-P-23 b,393.0,20 24 29.7235,+16 45 43.8103,2.09,1873.6,planet
KMT-2021-BLG-1303L b,6280.0,18 07 27,-29 16 54,0.38,,planet
Kepler-365 b,1089.04,19 42 30.3426,+49 07 49.4475,,,planet
Kepler-365 c,1089.04,19 42 30.3426,+49 07 49.4475,,,planet
GJ 160.2 b,25.88,04 06 34.8414,-20 51 11.2259,0.03209,,planet
Kepler-1134 b,969.556,19 42 16.3194,+42 28 41.7838,,,planet
KMT-2021-BLG-0240 b,7000.0,17 50 19.00,-30 00 18.00,0.4,,planet
KMT-2021-BLG-0240 c,7000.0,17 50 19.00,-30 00 18.00,0.7,,planet
HD 86065 b,40.3661,09 55 42,-18 06 25,9.053,,planet
Kepler-1749 b,268.2,19 21 11,+45 33 52,0.0102,420.0,planet
OGLE-2017-BLG-1375L b,3930.0,17 56 37,-30 18 41,11.28,,planet
Kepler-244 b,1104.52,19 08 58.2405,+42 18 04.9005,,,planet
Kepler-244 d,1104.52,19 08 58.2405,+42 18 04.9005,,,planet
Kepler-244 c,1104.52,19 08 58.2405,+42 18 04.9005,,,planet
Kepler-1057 b,1242.7,19 49 48.5165,+41 33 29.2497,,,planet
YBP1514 b,843.0,08 51 00.766,+11 53 11.51,0.4,,planet
Kepler-54 b,499.51,19 39 05.7418,+43 03 22.5980,,,planet
Kepler-54 c,499.51,19 39 05.7418,+43 03 22.5980,,,planet
Kepler-54 d,499.51,19 39 05.7418,+43 03 22.5980,,,planet
Kepler-482 b,315.906,19 47 17.4850,+48 06 27.1931,,,planet
Kepler-183 c,1092.31,19 34 07.3975,+39 18 57.2233,,,planet
Kepler-183 b,1092.31,19 34 07.3975,+39 18 57.2233,,,planet
Kepler-750 b,1346.08,19 16 23.2473,+44 00 15.7659,,,planet
Kepler-750 c,1346.08,19 16 23.2473,+44 00 15.7659,,,planet
OGLE-2018-BLG-1126L b,5700.0,17 53 25,-31 43 29,0.056,,planet
HATS-36 b,977.0,19 25 54.8858,-23 12 10.0283,2.79,,planet
Kepler-118 c,899.38,19 56 51.1561,+41 25 29.5033,,,planet
Kepler-118 b,899.38,19 56 51.1561,+41 25 29.5033,,,planet
Kepler-652 b,399.106,19 12 01.9445,+46 28 24.7019,,,planet
OGLE-2017-BLG-1434L b,860.0,17 53 07.29,-30 14 44.6,0.0138,,planet
NGTS-5 b,309.5,14 44 13.9704,+05 36 19.4171,0.229,952.0,planet
Kepler-1882 b,443.371,19 22 39,+43 29 59,0.00886,894.0,planet
EPIC 206317286 b,317.2,22 30 28.2226,-07 58 20.6494,,,planet
WASP-186 b,280.71,01 15 58.8508,+21 37 01.0061,4.22,,planet
Kepler-1921 b,928.989,20 01 16,+45 29 43,0.0274,967.0,planet
Kepler-1040 b,488.9258,18 52 27.3084,+48 07 52.9333,,,planet
Kepler-1279 b,1561.52,19 12 22.9523,+40 21 57.5070,,,planet
HD 161178 b,,17 37 08.00,+72 27 21.00,0.57,,planet
TOI-905 b,150.2,15 10 38.1656,-17 21 42,0.667,1192.0,planet
Kepler-756 b,,19 22 25.9087,+41 12 03.9359,,,planet
Kapteyn b,3.911,05 11 40.58112,-45 01 06.2899,0.015099,,planet
Kapteyn c,3.911,05 11 40.58112,-45 01 06.2899,0.02202,,planet
Kepler-301 b,734.49,18 55 55.8990,+49 13 58.7124,,,planet
Kepler-301 d,734.49,18 55 55.8990,+49 13 58.7124,,,planet
Kepler-301 c,734.49,18 55 55.8990,+49 13 58.7124,,,planet
Kepler-287 c,1058.96,19 23 42.5932,+48 26 36.7155,,,planet
Kepler-287 b,1058.96,19 23 42.5932,+48 26 36.7155,,,planet
Kepler-1622 b,815.129,19 49 18.9259,+47 48 55.6642,,,planet
OGLE-2017-BLG-0114 b,,17 21 58.00,-29 37 25.00,,,planet
Kepler-364 c,872.59,18 46 16.7905,+47 23 55.2507,,,planet
Kepler-364 b,872.59,18 46 16.7905,+47 23 55.2507,,,planet
HD 40979 A b,33.3,06 04 29,+44 15 37,3.28,,planet
K2-66 b,520.43,22 06 06.4020,-10 42 41.4243,0.06702,1372.0,planet
Kepler-1542 b,403.73,19 02 54.8381,+42 39 16.3106,,,planet
Kepler-1542 c,403.73,19 02 54.8381,+42 39 16.3106,,,planet
Kepler-1542 d,403.73,19 02 54.8381,+42 39 16.3106,,,planet
Kepler-1542 e,403.73,19 02 54.8381,+42 39 16.3106,,,planet
Kepler-823 b,1446.97,18 58 19.8121,+39 13 12.7349,,,planet
Kepler-405 c,1513.02,19 25 38.2718,+38 20 24.0619,,,planet
Kepler-405 b,1513.02,19 25 38.2718,+38 20 24.0619,,,planet
K2-354 b,91.722,08 36 31,+10 08 50,0.00961,543.0,planet
Kepler-518 b,341.204,19 08 21.5984,+41 22 25.8609,,,planet
